"Real_ID","ID","sex","L_iris","a_iris","b_iris","ID2","L_iris_scaled","a_iris_scaled","b_iris_scaled","Rec_Session_Id","Set_ID","Trial_Id.x","Trial_Nr","Task_Name","culture","EyeCol","order","Set.x","Set.y","Trial_Id.y","Grupa_ATD","Grupa_EYE","Culture","SMUi_1","SMUi_2","SMUi_3","Facebook_AP","Instagram_AP","TikTok_AP","TwitterX_AP","YouTube_AP","Freq_Facebook","Freq_Instagram","Freq_TikTok","Freq_TwitterX","Freq_YouTube","NEG_FOMO","NEG_better_friends","NEG_hobbies","NEG_too_much_time","fa_8_ml","fa_8_uls","CFA_smu_score_8_no_covariance","CFA_smu_score_8_covariance","fa_12_ml_1FA","fa_12_ml_2FA","fa_12_ml_2FA_aka_NEG","fa_12_uls_1FA","fa_12_uls_2FA","CFA_smu_score_12_SMU_negsep","CFA_smu_score_12_NEG","CFA_smu_score_12_SMU_negNEsep","SMU_score","cultur","SMU_heavy","check_SMU_split","Fami_back","travel_abroad","NearMedian25","NearMedian25_f"
"4091_F_CZ_19_F","4091_F _19","f",34.4369,1.889,6.1379,"CZ_19_F",0.460472120407514,-0.740800794383309,-0.143792669860903,1127243,"CZ_19_F_20",20,1,"CZ_19_F_eye","AUS_NZ","Blue",1,"CZ_19_F","CZ_19_F",20,"CZ_19F_ATD","CZ_19_F_eye","AUS_NZ","3","2","1",3,1,1,1,2,"4","1","1","1","4","1","2","1","2",-1.25202427126666,-1.26906750164037,-1.16837846282912,-1.16431783574405,-1.38878307378811,-1.36280400895082,-1.00457117562236,-1.3951038690293,-1.42901945113414,-1.25293331612477,-1.17373189852286,-1.27987762420677,-1.25202427126666,"AUS_NZ",0,-0.197436654997884,3,3,0,"Outside"
"5011_F_CZ_19_F","5011_F _19","f",21.8336,8.0577,14.3606,"CZ_19_F",-1.3733338344105,0.813573885007997,1.04924811389528,1127243,"CZ_19_F_28",28,2,"CZ_19_F_eye","AUS_NZ","Brown",2,"CZ_19_F","CZ_19_F",28,"CZ_19F_ATD","CZ_19_F_eye","AUS_NZ","3","2","1",3,1,1,1,2,"4","1","1","1","4","1","2","1","2",-1.25202427126666,-1.26906750164037,-1.16837846282912,-1.16431783574405,-1.38878307378811,-1.36280400895082,-1.00457117562236,-1.3951038690293,-1.42901945113414,-1.25293331612477,-1.17373189852286,-1.27987762420677,-1.25202427126666,"AUS_NZ",0,-0.197436654997884,3,3,0,"Outside"
"2051_F_CZ_19_F","2051_F _19","f",35.479,0.6779,1.4664,"CZ_19_F",0.612099804070987,-1.04597095571565,-0.82158585474142,1127243,"CZ_19_F_16",16,3,"CZ_19_F_eye","AUS_NZ","Blue",3,"CZ_19_F","CZ_19_F",16,"CZ_19F_ATD","CZ_19_F_eye","AUS_NZ","3","2","1",3,1,1,1,2,"4","1","1","1","4","1","2","1","2",-1.25202427126666,-1.26906750164037,-1.16837846282912,-1.16431783574405,-1.38878307378811,-1.36280400895082,-1.00457117562236,-1.3951038690293,-1.42901945113414,-1.25293331612477,-1.17373189852286,-1.27987762420677,-1.25202427126666,"AUS_NZ",0,-0.197436654997884,3,3,0,"Outside"
"1071_F_CZ_19_F","1071_F _19","f",39.0215,0.0521,-0.1483,"CZ_19_F",1.12754080721642,-1.20365858428619,-1.05586449235815,1127243,"CZ_19_F_8",8,4,"CZ_19_F_eye","AUS_NZ","Blue",4,"CZ_19_F","CZ_19_F",8,"CZ_19F_ATD","CZ_19_F_eye","AUS_NZ","3","2","1",3,1,1,1,2,"4","1","1","1","4","1","2","1","2",-1.25202427126666,-1.26906750164037,-1.16837846282912,-1.16431783574405,-1.38878307378811,-1.36280400895082,-1.00457117562236,-1.3951038690293,-1.42901945113414,-1.25293331612477,-1.17373189852286,-1.27987762420677,-1.25202427126666,"AUS_NZ",0,-0.197436654997884,3,3,0,"Outside"
"8021_F_CZ_19_F","8021_F _19","f",23.2785,8.6037,14.4238,"CZ_19_F",-1.16309792602805,0.951153695170211,1.0584178729201,1127243,"CZ_19_F_46",46,5,"CZ_19_F_eye","AUS_NZ","Brown",5,"CZ_19_F","CZ_19_F",46,"CZ_19F_ATD","CZ_19_F_eye","AUS_NZ","3","2","1",3,1,1,1,2,"4","1","1","1","4","1","2","1","2",-1.25202427126666,-1.26906750164037,-1.16837846282912,-1.16431783574405,-1.38878307378811,-1.36280400895082,-1.00457117562236,-1.3951038690293,-1.42901945113414,-1.25293331612477,-1.17373189852286,-1.27987762420677,-1.25202427126666,"AUS_NZ",0,-0.197436654997884,3,3,0,"Outside"
"5071_F_CZ_19_F","5071_F _19","f",29.7872,-0.106,-0.9627,"CZ_19_F",-0.216068749691376,-1.2434962545914,-1.17402670358938,1127243,"CZ_19_F_34",34,6,"CZ_19_F_eye","AUS_NZ","Blue",6,"CZ_19_F","CZ_19_F",34,"CZ_19F_ATD","CZ_19_F_eye","AUS_NZ","3","2","1",3,1,1,1,2,"4","1","1","1","4","1","2","1","2",-1.25202427126666,-1.26906750164037,-1.16837846282912,-1.16431783574405,-1.38878307378811,-1.36280400895082,-1.00457117562236,-1.3951038690293,-1.42901945113414,-1.25293331612477,-1.17373189852286,-1.27987762420677,-1.25202427126666,"AUS_NZ",0,-0.197436654997884,3,3,0,"Outside"
"1001_F_CZ_19_F","1001_F _19","f",23.915,4.5899,11.423,"CZ_19_F",-1.07048587281646,-0.0602342938940684,0.623028428589706,1127243,"CZ_19_F_1",1,7,"CZ_19_F_eye","AUS_NZ","Brown",7,"CZ_19_F","CZ_19_F",1,"CZ_19F_ATD","CZ_19_F_eye","AUS_NZ","3","2","1",3,1,1,1,2,"4","1","1","1","4","1","2","1","2",-1.25202427126666,-1.26906750164037,-1.16837846282912,-1.16431783574405,-1.38878307378811,-1.36280400895082,-1.00457117562236,-1.3951038690293,-1.42901945113414,-1.25293331612477,-1.17373189852286,-1.27987762420677,-1.25202427126666,"AUS_NZ",0,-0.197436654997884,3,3,0,"Outside"
"5061_F_CZ_19_F","5061_F _19","f",18.5451,10.4665,12.436,"CZ_19_F",-1.85181731749978,1.4205377068372,0.770005737009692,1127243,"CZ_19_F_33",33,8,"CZ_19_F_eye","AUS_NZ","Brown",8,"CZ_19_F","CZ_19_F",33,"CZ_19F_ATD","CZ_19_F_eye","AUS_NZ","3","2","1",3,1,1,1,2,"4","1","1","1","4","1","2","1","2",-1.25202427126666,-1.26906750164037,-1.16837846282912,-1.16431783574405,-1.38878307378811,-1.36280400895082,-1.00457117562236,-1.3951038690293,-1.42901945113414,-1.25293331612477,-1.17373189852286,-1.27987762420677,-1.25202427126666,"AUS_NZ",0,-0.197436654997884,3,3,0,"Outside"
"4191_F_CZ_19_F","4191_F _19","f",23.8118,4.3825,8.4746,"CZ_19_F",-1.08550168411487,-0.112494463541767,0.195241759146975,1127243,"CZ_19_F_26",26,9,"CZ_19_F_eye","AUS_NZ","Other",9,"CZ_19_F","CZ_19_F",26,"CZ_19F_ATD","CZ_19_F_eye","AUS_NZ","3","2","1",3,1,1,1,2,"4","1","1","1","4","1","2","1","2",-1.25202427126666,-1.26906750164037,-1.16837846282912,-1.16431783574405,-1.38878307378811,-1.36280400895082,-1.00457117562236,-1.3951038690293,-1.42901945113414,-1.25293331612477,-1.17373189852286,-1.27987762420677,-1.25202427126666,"AUS_NZ",0,-0.197436654997884,3,3,0,"Outside"
"8081_F_CZ_19_F","8081_F _19","f",42.1908,0.7864,0.101,"CZ_19_F",1.58868044624784,-1.01863137805521,-1.01969327519221,1127243,"CZ_19_F_49",49,10,"CZ_19_F_eye","AUS_NZ","Blue",10,"CZ_19_F","CZ_19_F",49,"CZ_19F_ATD","CZ_19_F_eye","AUS_NZ","3","2","1",3,1,1,1,2,"4","1","1","1","4","1","2","1","2",-1.25202427126666,-1.26906750164037,-1.16837846282912,-1.16431783574405,-1.38878307378811,-1.36280400895082,-1.00457117562236,-1.3951038690293,-1.42901945113414,-1.25293331612477,-1.17373189852286,-1.27987762420677,-1.25202427126666,"AUS_NZ",0,-0.197436654997884,3,3,0,"Outside"
"5021_F_CZ_19_F","5021_F _19","f",29.4224,1.7115,-1.349,"CZ_19_F",-0.269147896606676,-0.785526831569743,-1.23007540471736,1127243,"CZ_19_F_29",29,11,"CZ_19_F_eye","AUS_NZ","Blue",11,"CZ_19_F","CZ_19_F",29,"CZ_19F_ATD","CZ_19_F_eye","AUS_NZ","3","2","1",3,1,1,1,2,"4","1","1","1","4","1","2","1","2",-1.25202427126666,-1.26906750164037,-1.16837846282912,-1.16431783574405,-1.38878307378811,-1.36280400895082,-1.00457117562236,-1.3951038690293,-1.42901945113414,-1.25293331612477,-1.17373189852286,-1.27987762420677,-1.25202427126666,"AUS_NZ",0,-0.197436654997884,3,3,0,"Outside"
"4101_F_CZ_19_F","4101_F _19","f",27.3367,7.4587,13.9,"CZ_19_F",-0.572621517004821,0.662639258108424,0.98241914226819,1127243,"CZ_19_F_21",21,12,"CZ_19_F_eye","AUS_NZ","Other",12,"CZ_19_F","CZ_19_F",21,"CZ_19F_ATD","CZ_19_F_eye","AUS_NZ","3","2","1",3,1,1,1,2,"4","1","1","1","4","1","2","1","2",-1.25202427126666,-1.26906750164037,-1.16837846282912,-1.16431783574405,-1.38878307378811,-1.36280400895082,-1.00457117562236,-1.3951038690293,-1.42901945113414,-1.25293331612477,-1.17373189852286,-1.27987762420677,-1.25202427126666,"AUS_NZ",0,-0.197436654997884,3,3,0,"Outside"
"5041_F_CZ_19_F","5041_F _19","f",25.3503,11.4223,16.9953,"CZ_19_F",-0.861646784089672,1.66137796792336,1.43151969779868,1127243,"CZ_19_F_31",31,13,"CZ_19_F_eye","AUS_NZ","Brown",13,"CZ_19_F","CZ_19_F",31,"CZ_19F_ATD","CZ_19_F_eye","AUS_NZ","3","2","1",3,1,1,1,2,"4","1","1","1","4","1","2","1","2",-1.25202427126666,-1.26906750164037,-1.16837846282912,-1.16431783574405,-1.38878307378811,-1.36280400895082,-1.00457117562236,-1.3951038690293,-1.42901945113414,-1.25293331612477,-1.17373189852286,-1.27987762420677,-1.25202427126666,"AUS_NZ",0,-0.197436654997884,3,3,0,"Outside"
"7011_F_CZ_19_F","7011_F _19","f",35.0247,1.1595,3.5584,"CZ_19_F",0.545998223907552,-0.924618507777696,-0.518055223729959,1127243,"CZ_19_F_37",37,14,"CZ_19_F_eye","AUS_NZ","Other",14,"CZ_19_F","CZ_19_F",37,"CZ_19F_ATD","CZ_19_F_eye","AUS_NZ","3","2","1",3,1,1,1,2,"4","1","1","1","4","1","2","1","2",-1.25202427126666,-1.26906750164037,-1.16837846282912,-1.16431783574405,-1.38878307378811,-1.36280400895082,-1.00457117562236,-1.3951038690293,-1.42901945113414,-1.25293331612477,-1.17373189852286,-1.27987762420677,-1.25202427126666,"AUS_NZ",0,-0.197436654997884,3,3,0,"Outside"
"4021_F_CZ_19_F","4021_F _19","f",35.9214,1.7325,9.1969,"CZ_19_F",0.676469909869587,-0.780235300409658,0.300041077875263,1127243,"CZ_19_F_18",18,15,"CZ_19_F_eye","AUS_NZ","Other",15,"CZ_19_F","CZ_19_F",18,"CZ_19F_ATD","CZ_19_F_eye","AUS_NZ","3","2","1",3,1,1,1,2,"4","1","1","1","4","1","2","1","2",-1.25202427126666,-1.26906750164037,-1.16837846282912,-1.16431783574405,-1.38878307378811,-1.36280400895082,-1.00457117562236,-1.3951038690293,-1.42901945113414,-1.25293331612477,-1.17373189852286,-1.27987762420677,-1.25202427126666,"AUS_NZ",0,-0.197436654997884,3,3,0,"Outside"
"1021_F_CZ_19_F","1021_F _19","f",32.4165,0.8688,4.7896,"CZ_19_F",0.166499783708846,-0.997868417693732,-0.339419032094533,1127243,"CZ_19_F_4",4,16,"CZ_19_F_eye","AUS_NZ","Other",16,"CZ_19_F","CZ_19_F",4,"CZ_19F_ATD","CZ_19_F_eye","AUS_NZ","3","2","1",3,1,1,1,2,"4","1","1","1","4","1","2","1","2",-1.25202427126666,-1.26906750164037,-1.16837846282912,-1.16431783574405,-1.38878307378811,-1.36280400895082,-1.00457117562236,-1.3951038690293,-1.42901945113414,-1.25293331612477,-1.17373189852286,-1.27987762420677,-1.25202427126666,"AUS_NZ",0,-0.197436654997884,3,3,0,"Outside"
"10031_F_CZ_19_F","10031_F _19","f",37.5106,1.2301,-2.885,"CZ_19_F",0.907701763701265,-0.906828883972838,-1.45293537089021,1127243,"CZ_19_F_3",3,17,"CZ_19_F_eye","AUS_NZ","Blue",17,"CZ_19_F","CZ_19_F",3,"CZ_19F_ATD","CZ_19_F_eye","AUS_NZ","3","2","1",3,1,1,1,2,"4","1","1","1","4","1","2","1","2",-1.25202427126666,-1.26906750164037,-1.16837846282912,-1.16431783574405,-1.38878307378811,-1.36280400895082,-1.00457117562236,-1.3951038690293,-1.42901945113414,-1.25293331612477,-1.17373189852286,-1.27987762420677,-1.25202427126666,"AUS_NZ",0,-0.197436654997884,3,3,0,"Outside"
"5051_F_CZ_19_F","5051_F _19","f",30.8279,2.2583,6.0737,"CZ_19_F",-0.0646447688943532,-0.647745439268097,-0.153107520009534,1127243,"CZ_19_F_32",32,18,"CZ_19_F_eye","AUS_NZ","Other",18,"CZ_19_F","CZ_19_F",32,"CZ_19F_ATD","CZ_19_F_eye","AUS_NZ","3","2","1",3,1,1,1,2,"4","1","1","1","4","1","2","1","2",-1.25202427126666,-1.26906750164037,-1.16837846282912,-1.16431783574405,-1.38878307378811,-1.36280400895082,-1.00457117562236,-1.3951038690293,-1.42901945113414,-1.25293331612477,-1.17373189852286,-1.27987762420677,-1.25202427126666,"AUS_NZ",0,-0.197436654997884,3,3,0,"Outside"
"7081_F_CZ_19_F","7081_F _19","f",21.9678,11.2293,13.5594,"CZ_19_F",-1.35380745964067,1.61274627678543,0.933001105498351,1127243,"CZ_19_F_41",41,19,"CZ_19_F_eye","AUS_NZ","Brown",19,"CZ_19_F","CZ_19_F",41,"CZ_19F_ATD","CZ_19_F_eye","AUS_NZ","3","2","1",3,1,1,1,2,"4","1","1","1","4","1","2","1","2",-1.25202427126666,-1.26906750164037,-1.16837846282912,-1.16431783574405,-1.38878307378811,-1.36280400895082,-1.00457117562236,-1.3951038690293,-1.42901945113414,-1.25293331612477,-1.17373189852286,-1.27987762420677,-1.25202427126666,"AUS_NZ",0,-0.197436654997884,3,3,0,"Outside"
"1191_F_CZ_19_F","1191_F _19","f",37.4122,1.5184,8.8567,"CZ_19_F",0.89338436223069,-0.834183720475098,0.250681077554948,1127243,"CZ_19_F_14",14,20,"CZ_19_F_eye","AUS_NZ","Other",20,"CZ_19_F","CZ_19_F",14,"CZ_19F_ATD","CZ_19_F_eye","AUS_NZ","3","2","1",3,1,1,1,2,"4","1","1","1","4","1","2","1","2",-1.25202427126666,-1.26906750164037,-1.16837846282912,-1.16431783574405,-1.38878307378811,-1.36280400895082,-1.00457117562236,-1.3951038690293,-1.42901945113414,-1.25293331612477,-1.17373189852286,-1.27987762420677,-1.25202427126666,"AUS_NZ",0,-0.197436654997884,3,3,0,"Outside"
"4121_F_CZ_19_F","4121_F _19","f",25.4392,1.7153,-0.1716,"CZ_19_F",-0.848711652070017,-0.784569316407442,-1.05924511554294,1127243,"CZ_19_F_23",23,21,"CZ_19_F_eye","AUS_NZ","Blue",21,"CZ_19_F","CZ_19_F",23,"CZ_19F_ATD","CZ_19_F_eye","AUS_NZ","3","2","1",3,1,1,1,2,"4","1","1","1","4","1","2","1","2",-1.25202427126666,-1.26906750164037,-1.16837846282912,-1.16431783574405,-1.38878307378811,-1.36280400895082,-1.00457117562236,-1.3951038690293,-1.42901945113414,-1.25293331612477,-1.17373189852286,-1.27987762420677,-1.25202427126666,"AUS_NZ",0,-0.197436654997884,3,3,0,"Outside"
"7101_F_CZ_19_F","7101_F _19","f",35.0475,0.7774,-0.5163,"CZ_19_F",0.549315670589758,-1.02089917712382,-1.1092580259204,1127243,"CZ_19_F_43",43,22,"CZ_19_F_eye","AUS_NZ","Blue",22,"CZ_19_F","CZ_19_F",43,"CZ_19F_ATD","CZ_19_F_eye","AUS_NZ","3","2","1",3,1,1,1,2,"4","1","1","1","4","1","2","1","2",-1.25202427126666,-1.26906750164037,-1.16837846282912,-1.16431783574405,-1.38878307378811,-1.36280400895082,-1.00457117562236,-1.3951038690293,-1.42901945113414,-1.25293331612477,-1.17373189852286,-1.27987762420677,-1.25202427126666,"AUS_NZ",0,-0.197436654997884,3,3,0,"Outside"
"8071_F_CZ_19_F","8071_F _19","f",30.7652,1.5857,0.9401,"CZ_19_F",-0.0737677472704205,-0.817225622995396,-0.89794731320286,1127243,"CZ_19_F_48",48,23,"CZ_19_F_eye","AUS_NZ","Other",23,"CZ_19_F","CZ_19_F",48,"CZ_19F_ATD","CZ_19_F_eye","AUS_NZ","3","2","1",3,1,1,1,2,"4","1","1","1","4","1","2","1","2",-1.25202427126666,-1.26906750164037,-1.16837846282912,-1.16431783574405,-1.38878307378811,-1.36280400895082,-1.00457117562236,-1.3951038690293,-1.42901945113414,-1.25293331612477,-1.17373189852286,-1.27987762420677,-1.25202427126666,"AUS_NZ",0,-0.197436654997884,3,3,0,"Outside"
"1171_F_CZ_19_F","1171_F _19","f",31.2647,0.2999,-3.1825,"CZ_19_F",-0.00108947456155845,-1.14121851659718,-1.49609998022382,1127243,"CZ_19_F_12",12,24,"CZ_19_F_eye","AUS_NZ","Blue",24,"CZ_19_F","CZ_19_F",12,"CZ_19F_ATD","CZ_19_F_eye","AUS_NZ","3","2","1",3,1,1,1,2,"4","1","1","1","4","1","2","1","2",-1.25202427126666,-1.26906750164037,-1.16837846282912,-1.16431783574405,-1.38878307378811,-1.36280400895082,-1.00457117562236,-1.3951038690293,-1.42901945113414,-1.25293331612477,-1.17373189852286,-1.27987762420677,-1.25202427126666,"AUS_NZ",0,-0.197436654997884,3,3,0,"Outside"
"7111_F_CZ_19_F","7111_F _19","f",40.2315,1.4747,5.3227,"CZ_19_F",1.3035982846493,-0.845195144841561,-0.262070953991182,1127243,"CZ_19_F_44",44,25,"CZ_19_F_eye","AUS_NZ","Blue",25,"CZ_19_F","CZ_19_F",44,"CZ_19F_ATD","CZ_19_F_eye","AUS_NZ","3","2","1",3,1,1,1,2,"4","1","1","1","4","1","2","1","2",-1.25202427126666,-1.26906750164037,-1.16837846282912,-1.16431783574405,-1.38878307378811,-1.36280400895082,-1.00457117562236,-1.3951038690293,-1.42901945113414,-1.25293331612477,-1.17373189852286,-1.27987762420677,-1.25202427126666,"AUS_NZ",0,-0.197436654997884,3,3,0,"Outside"
"8061_F_CZ_19_F","8061_F _19","f",35.2021,2.4348,6.9847,"CZ_19_F",0.571810287127877,-0.603271379755952,-0.0209295062182142,1127243,"CZ_19_F_47",47,26,"CZ_19_F_eye","AUS_NZ","Other",26,"CZ_19_F","CZ_19_F",47,"CZ_19F_ATD","CZ_19_F_eye","AUS_NZ","3","2","1",3,1,1,1,2,"4","1","1","1","4","1","2","1","2",-1.25202427126666,-1.26906750164037,-1.16837846282912,-1.16431783574405,-1.38878307378811,-1.36280400895082,-1.00457117562236,-1.3951038690293,-1.42901945113414,-1.25293331612477,-1.17373189852286,-1.27987762420677,-1.25202427126666,"AUS_NZ",0,-0.197436654997884,3,3,0,"Outside"
"6011_F_CZ_19_F","6011_F _19","f",16.3665,11.6591,11.7431,"CZ_19_F",-2.16880807810744,1.72104628119518,0.669472097321431,1127243,"CZ_19_F_35",35,27,"CZ_19_F_eye","AUS_NZ","Brown",27,"CZ_19_F","CZ_19_F",35,"CZ_19F_ATD","CZ_19_F_eye","AUS_NZ","3","2","1",3,1,1,1,2,"4","1","1","1","4","1","2","1","2",-1.25202427126666,-1.26906750164037,-1.16837846282912,-1.16431783574405,-1.38878307378811,-1.36280400895082,-1.00457117562236,-1.3951038690293,-1.42901945113414,-1.25293331612477,-1.17373189852286,-1.27987762420677,-1.25202427126666,"AUS_NZ",0,-0.197436654997884,3,3,0,"Outside"
"8131_F_CZ_19_F","8131_F _19","f",37.701,2.1117,6.35,"CZ_19_F",0.935405353538637,-0.684685366318977,-0.113018842500707,1127243,"CZ_19_F_53",53,28,"CZ_19_F_eye","AUS_NZ","Other",28,"CZ_19_F","CZ_19_F",53,"CZ_19F_ATD","CZ_19_F_eye","AUS_NZ","3","2","1",3,1,1,1,2,"4","1","1","1","4","1","2","1","2",-1.25202427126666,-1.26906750164037,-1.16837846282912,-1.16431783574405,-1.38878307378811,-1.36280400895082,-1.00457117562236,-1.3951038690293,-1.42901945113414,-1.25293331612477,-1.17373189852286,-1.27987762420677,-1.25202427126666,"AUS_NZ",0,-0.197436654997884,3,3,0,"Outside"
"3010_F_CZ_19_F","3010_F _19","f",16.6868,11.508,12.2343,"CZ_19_F",-2.12220377230434,1.68297245460999,0.740740857337124,1127243,"CZ_19_F_17",17,29,"CZ_19_F_eye","AUS_NZ","Brown",29,"CZ_19_F","CZ_19_F",17,"CZ_19F_ATD","CZ_19_F_eye","AUS_NZ","3","2","1",3,1,1,1,2,"4","1","1","1","4","1","2","1","2",-1.25202427126666,-1.26906750164037,-1.16837846282912,-1.16431783574405,-1.38878307378811,-1.36280400895082,-1.00457117562236,-1.3951038690293,-1.42901945113414,-1.25293331612477,-1.17373189852286,-1.27987762420677,-1.25202427126666,"AUS_NZ",0,-0.197436654997884,3,3,0,"Outside"
"8111_F_CZ_19_F","8111_F _19","f",35.62,1.557,-2.0892,"CZ_19_F",0.632615592763578,-0.824457382247513,-1.33747185456186,1127243,"CZ_19_F_51",51,30,"CZ_19_F_eye","AUS_NZ","Blue",30,"CZ_19_F","CZ_19_F",51,"CZ_19F_ATD","CZ_19_F_eye","AUS_NZ","3","2","1",3,1,1,1,2,"4","1","1","1","4","1","2","1","2",-1.25202427126666,-1.26906750164037,-1.16837846282912,-1.16431783574405,-1.38878307378811,-1.36280400895082,-1.00457117562236,-1.3951038690293,-1.42901945113414,-1.25293331612477,-1.17373189852286,-1.27987762420677,-1.25202427126666,"AUS_NZ",0,-0.197436654997884,3,3,0,"Outside"
"4061_F_CZ_19_F","4061_F _19","f",28.2725,3.4645,9.5807,"CZ_19_F",-0.436460700986897,-0.343809968539776,0.355727051193714,1127243,"CZ_19_F_19",19,31,"CZ_19_F_eye","AUS_NZ","Other",31,"CZ_19_F","CZ_19_F",19,"CZ_19F_ATD","CZ_19_F_eye","AUS_NZ","3","2","1",3,1,1,1,2,"4","1","1","1","4","1","2","1","2",-1.25202427126666,-1.26906750164037,-1.16837846282912,-1.16431783574405,-1.38878307378811,-1.36280400895082,-1.00457117562236,-1.3951038690293,-1.42901945113414,-1.25293331612477,-1.17373189852286,-1.27987762420677,-1.25202427126666,"AUS_NZ",0,-0.197436654997884,3,3,0,"Outside"
"7041_F_CZ_19_F","7041_F _19","f",37.785,1.2659,6.8492,"CZ_19_F",0.947627525525712,-0.897808083233265,-0.0405893534945302,1127243,"CZ_19_F_38",38,32,"CZ_19_F_eye","AUS_NZ","Other",32,"CZ_19_F","CZ_19_F",38,"CZ_19F_ATD","CZ_19_F_eye","AUS_NZ","3","2","1",3,1,1,1,2,"4","1","1","1","4","1","2","1","2",-1.25202427126666,-1.26906750164037,-1.16837846282912,-1.16431783574405,-1.38878307378811,-1.36280400895082,-1.00457117562236,-1.3951038690293,-1.42901945113414,-1.25293331612477,-1.17373189852286,-1.27987762420677,-1.25202427126666,"AUS_NZ",0,-0.197436654997884,3,3,0,"Outside"
"8011_F_CZ_19_F","8011_F _19","f",15.9558,10.8976,10.199,"CZ_19_F",-2.22856576900139,1.52916528222352,0.445436893045715,1127243,"CZ_19_F_45",45,33,"CZ_19_F_eye","AUS_NZ","Brown",33,"CZ_19_F","CZ_19_F",45,"CZ_19F_ATD","CZ_19_F_eye","AUS_NZ","3","2","1",3,1,1,1,2,"4","1","1","1","4","1","2","1","2",-1.25202427126666,-1.26906750164037,-1.16837846282912,-1.16431783574405,-1.38878307378811,-1.36280400895082,-1.00457117562236,-1.3951038690293,-1.42901945113414,-1.25293331612477,-1.17373189852286,-1.27987762420677,-1.25202427126666,"AUS_NZ",0,-0.197436654997884,3,3,0,"Outside"
"1061_F_CZ_19_F","1061_F _19","f",36.36,0.34,2.0289,"CZ_19_F",0.740287107887818,-1.13111421185816,-0.739972097598042,1127243,"CZ_19_F_7",7,34,"CZ_19_F_eye","AUS_NZ","Blue",34,"CZ_19_F","CZ_19_F",7,"CZ_19F_ATD","CZ_19_F_eye","AUS_NZ","3","2","1",3,1,1,1,2,"4","1","1","1","4","1","2","1","2",-1.25202427126666,-1.26906750164037,-1.16837846282912,-1.16431783574405,-1.38878307378811,-1.36280400895082,-1.00457117562236,-1.3951038690293,-1.42901945113414,-1.25293331612477,-1.17373189852286,-1.27987762420677,-1.25202427126666,"AUS_NZ",0,-0.197436654997884,3,3,0,"Outside"
"5031_F_CZ_19_F","5031_F _19","f",23.1194,1.7249,5.6182,"CZ_19_F",-1.18624730177976,-0.78215033073426,-0.219196526905194,1127243,"CZ_19_F_30",30,35,"CZ_19_F_eye","AUS_NZ","Other",35,"CZ_19_F","CZ_19_F",30,"CZ_19F_ATD","CZ_19_F_eye","AUS_NZ","3","2","1",3,1,1,1,2,"4","1","1","1","4","1","2","1","2",-1.25202427126666,-1.26906750164037,-1.16837846282912,-1.16431783574405,-1.38878307378811,-1.36280400895082,-1.00457117562236,-1.3951038690293,-1.42901945113414,-1.25293331612477,-1.17373189852286,-1.27987762420677,-1.25202427126666,"AUS_NZ",0,-0.197436654997884,3,3,0,"Outside"
"1101_F_CZ_19_F","1101_F _19","f",16.3708,8.8475,8.759,"CZ_19_F",-2.16818241930334,1.01258585216206,0.236505674758667,1127243,"CZ_19_F_9",9,36,"CZ_19_F_eye","AUS_NZ","Brown",36,"CZ_19_F","CZ_19_F",9,"CZ_19F_ATD","CZ_19_F_eye","AUS_NZ","3","2","1",3,1,1,1,2,"4","1","1","1","4","1","2","1","2",-1.25202427126666,-1.26906750164037,-1.16837846282912,-1.16431783574405,-1.38878307378811,-1.36280400895082,-1.00457117562236,-1.3951038690293,-1.42901945113414,-1.25293331612477,-1.17373189852286,-1.27987762420677,-1.25202427126666,"AUS_NZ",0,-0.197436654997884,3,3,0,"Outside"
"9021_F_CZ_19_F","9021_F _19","f",39.0931,-0.1386,1.3794,"CZ_19_F",1.13795875381493,-1.25171072677325,-0.834208782512929,1127243,"CZ_19_F_54",54,37,"CZ_19_F_eye","AUS_NZ","Blue",37,"CZ_19_F","CZ_19_F",54,"CZ_19F_ATD","CZ_19_F_eye","AUS_NZ","3","2","1",3,1,1,1,2,"4","1","1","1","4","1","2","1","2",-1.25202427126666,-1.26906750164037,-1.16837846282912,-1.16431783574405,-1.38878307378811,-1.36280400895082,-1.00457117562236,-1.3951038690293,-1.42901945113414,-1.25293331612477,-1.17373189852286,-1.27987762420677,-1.25202427126666,"AUS_NZ",0,-0.197436654997884,3,3,0,"Outside"
"1141_F_CZ_19_F","1141_F _19","f",27.198,0.8181,1.7334,"CZ_19_F",-0.592802650988242,-1.01064368578022,-0.78284652468403,1127243,"CZ_19_F_10",10,38,"CZ_19_F_eye","AUS_NZ","Other",38,"CZ_19_F","CZ_19_F",10,"CZ_19F_ATD","CZ_19_F_eye","AUS_NZ","3","2","1",3,1,1,1,2,"4","1","1","1","4","1","2","1","2",-1.25202427126666,-1.26906750164037,-1.16837846282912,-1.16431783574405,-1.38878307378811,-1.36280400895082,-1.00457117562236,-1.3951038690293,-1.42901945113414,-1.25293331612477,-1.17373189852286,-1.27987762420677,-1.25202427126666,"AUS_NZ",0,-0.197436654997884,3,3,0,"Outside"
